,name,light_years_from_earth,planet_mass,stellar_magnitude,discovery_date,planet_type,planet_radius,orbital_radius,orbital_period,eccentricity,solar_system_name,planet_discovery_method,planet_orbital_inclination,planet_density,host_temperature,host_mass,host_radius
3164,Kepler-523 b,881.0,4.5 Earths,12.481,2016,Super Earth,1.96 x Earth,Unknown,5.8 days,0.0,Kepler-520,Transit,,,6112.0,1.1,1.09
3165,Kepler-524 b,2381.0,4.31 Earths,13.887,2016,Super Earth,1.91 x Earth,Unknown,8 days,0.0,Kepler-520,Transit,,,6112.0,1.1,1.09
3166,Kepler-524 c,2381.0,0.84 Earths,13.887,2016,Terrestrial,0.96 x Earth,Unknown,1.9 days,0.0,Kepler-521,Transit,,,6406.0,1.34,1.46
3167,Kepler-525 b,1846.0,7.41 Earths,13.491,2016,Neptune-like,0.235 x Jupiter,Unknown,18.7 days,0.0,Kepler-522,Transit,,,6392.0,1.54,1.98
3168,Kepler-526 b,1644.0,4.62 Earths,13.038,2016,Super Earth,1.99 x Earth,Unknown,5.5 days,0.0,Kepler-523,Transit,,,5515.0,0.93,0.86
3169,Kepler-527 b,2939.0,8.45 Earths,13.334,2016,Neptune-like,0.253 x Jupiter,Unknown,13.3 days,0.0,Kepler-524,Transit,,,6014.0,1.09,1.1
3170,Kepler-528 b,2319.0,4.98 Earths,13.903,2016,Super Earth,2.08 x Earth,Unknown,19.8 days,0.0,Kepler-524,Transit,,,6014.0,1.09,1.1
3171,Kepler-529 b,2567.0,4.12 Earths,13.74,2016,Super Earth,1.86 x Earth,Unknown,2 days,0.0,Kepler-525,Transit,,,5573.0,0.95,1.15
3172,Kepler-529 c,2567.0,4.66 Earths,13.74,2016,Super Earth,2.0 x Earth,Unknown,12.8 days,0.0,Kepler-526,Transit,,,5894.0,1.15,1.14
3173,Kepler-52 b,1059.0,8.7 Jupiters,15.059,2012,Gas Giant,2.1 x Earth,0.0637 AU,7.9 days,0.0,Kepler-527,Transit,,,6388.0,1.28,1.45
3174,Kepler-52 c,1059.0,10.41 Jupiters,15.059,2012,Gas Giant,1.84 x Earth,0.10379 AU,16.4 days,0.0,Kepler-528,Transit,,,5807.0,1.01,1.06
3175,Kepler-52 d,1059.0,4.46 Earths,15.059,2014,Super Earth,1.95 x Earth,0.182 AU,36.4 days,0.0,Kepler-529,Transit,,,6087.0,1.07,1.14
3176,Kepler-530 b,1514.0,9.32 Earths,13.395,2016,Neptune-like,0.269 x Jupiter,Unknown,39.3 days,0.0,Kepler-529,Transit,,,6087.0,1.07,1.14
3177,Kepler-531 b,829.0,8.15 Earths,13.292,2016,Neptune-like,0.248 x Jupiter,Unknown,29.9 days,0.0,Kepler-53,Transit,,,5858.0,0.98,0.89
3178,Kepler-532 b,1060.0,7.13 Earths,13.504,2016,Neptune-like,0.229 x Jupiter,Unknown,12.9 days,0.0,Kepler-53,Transit,,,5858.0,0.98,0.89
3179,Kepler-533 b,995.0,11.4 Earths,13.925,2016,Neptune-like,0.302 x Jupiter,Unknown,28.5 days,0.0,Kepler-53,Transit,,,5858.0,0.98,0.89
3180,Kepler-534 b,1543.0,5.65 Earths,13.231,2016,Neptune-like,0.2 x Jupiter,Unknown,16 days,0.0,Kepler-530,Transit,,,5697.0,0.97,0.89
3181,Kepler-535 b,2212.0,6.17 Earths,13.12,2016,Neptune-like,0.211 x Jupiter,Unknown,4.9 days,0.0,Kepler-531,Transit,,,4893.0,0.78,0.75
3182,Kepler-536 b,1455.0,9.8 Earths,13.782,2016,Neptune-like,0.277 x Jupiter,Unknown,1.8 days,0.0,Kepler-532,Transit,,,5192.0,0.87,0.79
3183,Kepler-537 b,1517.0,2.57 Earths,13.066,2016,Super Earth,1.41 x Earth,Unknown,3.2 days,0.0,Kepler-533,Transit,,,4758.0,0.78,0.72
3184,Kepler-538 b,511.0,10.6 Earths,11.165,2016,Super Earth,2.215 x Earth,0.4669 AU,81.7 days,0.04,Kepler-534,Transit,,,5884.0,1.05,0.98
3185,Kepler-539 b,1011.0,0.97 Jupiters,12.379,2016,Gas Giant,0.747 x Jupiter,0.4988 AU,125.6 days,< 0.39,Kepler-535,Transit,,,6123.0,1.18,1.27
3186,Kepler-539 c,1011.0,2.4 Jupiters,12.379,2016,Gas Giant,1.18 x Jupiter,2.42 AU,2.7 years,0.5,Kepler-536,Transit,,,5524.0,0.92,0.89
3187,Kepler-53 b,4632.0,18.41 Jupiters,15.388,2012,Gas Giant,0.258 x Jupiter,Unknown,18.6 days,0.0,Kepler-537,Transit,,,5763.0,1.07,0.99
3188,Kepler-53 c,4632.0,15.74 Jupiters,15.388,2012,Gas Giant,0.283 x Jupiter,Unknown,38.6 days,0.0,Kepler-538,Transit,89.73,5.4,5547.0,0.89,0.87
3189,Kepler-53 d,4632.0,5.14 Earths,15.388,2014,Neptune-like,2.12 x Earth,0.091 AU,9.8 days,0.0,Kepler-539,Transit,89.845,2.9,5820.0,1.05,0.95
3190,Kepler-540 b,1142.0,7.8 Earths,12.187,2016,Neptune-like,0.242 x Jupiter,Unknown,172.7 days,0.0,Kepler-539,Transit Timing Variations,,,5820.0,1.05,0.95
3191,Kepler-541 b,3327.0,11.2 Earths,13.228,2016,Neptune-like,0.3 x Jupiter,Unknown,5.1 days,0.0,Kepler-54,Transit,,,4252.0,,0.55
3192,Kepler-542 b,1432.0,3.09 Earths,13.416,2016,Super Earth,1.57 x Earth,Unknown,13.1 days,0.0,Kepler-54,Transit,,,4252.0,,0.55
3193,Kepler-543 b,692.0,6.8 Earths,13.374,2016,Neptune-like,0.223 x Jupiter,Unknown,13.9 days,0.0,Kepler-54,Transit,,,4252.0,,0.55
3194,Kepler-544 b,2600.0,5.14 Earths,13.541,2016,Neptune-like,2.12 x Earth,Unknown,21.4 days,0.0,Kepler-540,Transit,,,5946.0,1.02,1.08
3195,Kepler-545 b,2711.0,7.7 Earths,14.105,2016,Neptune-like,0.24 x Jupiter,Unknown,13.2 days,0.0,Kepler-541,Transit,,,6166.0,1.41,2.06
3196,Kepler-546 b,2923.0,39.1 Earths,14.251,2016,Gas Giant,0.624 x Jupiter,Unknown,4.1 days,0.0,Kepler-542,Transit,,,5526.0,0.93,0.9
3197,Kepler-547 b,1178.0,15.1 Earths,14.207,2016,Neptune-like,0.357 x Jupiter,Unknown,6 days,0.0,Kepler-543,Transit,,,4671.0,0.7,0.67
3198,Kepler-548 b,2531.0,Unknown,14.984,2016,Gas Giant,1.07 x Jupiter,Unknown,4.5 days,0.0,Kepler-544,Transit,,,6206.0,1.16,1.22
3199,Kepler-549 b,2114.0,11 Earths,14.623,2016,Neptune-like,0.229 x Jupiter,Unknown,42.9 days,0.0,Kepler-545,Transit,,,5882.0,1.04,1.07
3200,Kepler-549 c,2114.0,8.91 Earths,14.623,2016,Neptune-like,0.261 x Jupiter,Unknown,117 days,0.0,Kepler-546,Transit,,,5967.0,1.11,1.15
3201,Kepler-54 b,893.0,0.92 Jupiters,15.813,2012,Neptune-like,2.1 x Earth,0.0619 AU,8 days,0.0,Kepler-547,Transit,,,4828.0,0.78,0.73
3202,Kepler-54 c,893.0,0.37 Jupiters,15.813,2012,Super Earth,1.23 x Earth,Unknown,12.1 days,0.0,Kepler-548,Transit,,,5535.0,0.93,0.9
3203,Kepler-54 d,893.0,2.96 Earths,15.813,2014,Super Earth,1.53 x Earth,0.126 AU,21 days,0.0,Kepler-549,Transit,,,5360.0,0.88,0.84
3204,Kepler-550 b,1837.0,17.9 Earths,14.472,2016,Neptune-like,0.394 x Jupiter,Unknown,8.6 days,0.0,Kepler-549,Transit,,,5360.0,0.88,0.84
3205,Kepler-551 b,1018.0,7.9 Earths,14.86,2016,Neptune-like,0.244 x Jupiter,Unknown,12.4 days,0.0,Kepler-55,Transit,,,4503.0,,0.62
3206,Kepler-552 b,2721.0,14.8 Earths,14.262,2016,Neptune-like,0.352 x Jupiter,Unknown,5.3 days,0.0,Kepler-55,Transit,,,4503.0,,0.62
3207,Kepler-553 b,2365.0,19.4 Earths,14.957,2016,Neptune-like,0.413 x Jupiter,Unknown,4 days,0.0,Kepler-55,Transit,,,4503.0,,0.62
3208,Kepler-553 c,2365.0,Unknown,14.957,2016,Gas Giant,0.999 x Jupiter,Unknown,328.2 days,0.0,Kepler-55,Transit,,,4503.0,,0.62
3209,Kepler-554 b,2094.0,17 Earths,14.296,2016,Neptune-like,0.383 x Jupiter,Unknown,1.9 days,0.0,Kepler-55,Transit,,,4503.0,,0.62
3210,Kepler-555 b,2518.0,8.4 Earths,14.161,2016,Neptune-like,0.252 x Jupiter,Unknown,16.2 days,0.0,Kepler-550,Transit,,,5322.0,0.87,0.83
3211,Kepler-556 b,2378.0,5.65 Earths,14.125,2016,Neptune-like,0.2 x Jupiter,Unknown,11.7 days,0.0,Kepler-551,Transit,,,4286.0,0.65,0.63
3212,Kepler-557 b,3673.0,7.61 Earths,14.639,2016,Neptune-like,0.238 x Jupiter,Unknown,3.7 days,0.0,Kepler-552,Transit,,,5863.0,1.03,1.04
3213,Kepler-558 b,2127.0,6.21 Earths,14.954,2016,Neptune-like,0.211 x Jupiter,Unknown,29 days,0.0,Kepler-553,Transit,,,5266.0,0.92,0.85
3214,Kepler-559 b,2587.0,12.7 Earths,14.742,2016,Neptune-like,0.322 x Jupiter,Unknown,17.6 days,0.0,Kepler-553,Transit,,,5266.0,0.92,0.85
3215,Kepler-55 b,1920.0,1.49 Jupiters,15.781,2012,Neptune-like,0.217 x Jupiter,Unknown,27.9 days,0.0,Kepler-554,Transit,,,5447.0,0.93,0.92
3216,Kepler-55 c,1920.0,1.11 Jupiters,15.781,2012,Neptune-like,2.21 x Earth,Unknown,42.2 days,0.0,Kepler-555,Transit,,,5894.0,1.03,1.04
3217,Kepler-55 d,1920.0,3.15 Earths,15.781,2014,Super Earth,1.59 x Earth,0.029 AU,2.2 days,0.0,Kepler-556,Transit,,,5740.0,1.0,0.98
3218,Kepler-55 e,1920.0,3.02 Earths,15.781,2014,Super Earth,1.55 x Earth,0.048 AU,4.6 days,0.0,Kepler-557,Transit,,,6068.0,1.11,1.16
3219,Kepler-55 f,1920.0,3.15 Earths,15.781,2014,Super Earth,1.59 x Earth,0.081 AU,10.2 days,0.0,Kepler-558,Transit,,,5242.0,0.85,0.81
3220,Kepler-560 b,287.0,3.61 Earths,14.751,2016,Super Earth,1.72 x Earth,0.0899 AU,18.5 days,0.17,Kepler-559,Transit,,,5630.0,0.96,0.95
3221,Kepler-561 b,2176.0,38.7 Earths,14.332,2016,Gas Giant,0.621 x Jupiter,Unknown,58.4 days,0.0,Kepler-56,Transit,,0.442,4840.0,1.32,4.23
3222,Kepler-561 c,2176.0,7.65 Earths,14.332,2016,Neptune-like,0.239 x Jupiter,Unknown,5.4 days,0.0,Kepler-56,Transit,,1.06,4840.0,1.32,4.23
3223,Kepler-562 b,2681.0,23.7 Earths,14.743,2016,Neptune-like,0.465 x Jupiter,Unknown,18 days,0.0,Kepler-56,Radial Velocity,,,4840.0,1.32,4.23
3224,Kepler-563 b,1817.0,9.75 Earths,14.739,2016,Neptune-like,0.276 x Jupiter,Unknown,22.2 days,0.0,Kepler-560,Transit,,,3556.0,0.34,0.33
3225,Kepler-564 b,2707.0,19.4 Earths,14.719,2016,Neptune-like,0.413 x Jupiter,Unknown,3.8 days,0.0,Kepler-561,Transit,,,5646.0,0.96,0.94
3226,Kepler-565 b,3396.0,12.9 Earths,15.0,2016,Neptune-like,0.325 x Jupiter,Unknown,4.2 days,0.0,Kepler-561,Transit,,,5646.0,0.96,0.94
3227,Kepler-566 b,2049.0,5.27 Earths,14.964,2016,Neptune-like,2.15 x Earth,Unknown,18.4 days,0.0,Kepler-562,Transit,,,5575.0,0.93,0.9
3228,Kepler-567 b,1853.0,5.69 Earths,14.669,2016,Neptune-like,0.201 x Jupiter,Unknown,16.5 days,0.0,Kepler-563,Transit,,,5066.0,0.8,0.77
3229,Kepler-568 b,411.0,5.73 Earths,14.251,2016,Neptune-like,0.202 x Jupiter,Unknown,11 days,0.0,Kepler-564,Transit,,,5626.0,0.95,0.92
3230,Kepler-569 b,2104.0,10.1 Earths,14.082,2016,Neptune-like,0.282 x Jupiter,Unknown,34.2 days,0.0,Kepler-565,Transit,,,5735.0,0.98,0.95
3231,Kepler-56 b,3056.0,22.1 Earths,12.43,2012,Neptune-like,0.581 x Jupiter,0.1028 AU,10.5 days,0.04,Kepler-566,Transit,,,5132.0,0.83,0.79
3232,Kepler-56 c,3056.0,0.57 Jupiters,12.43,2012,Gas Giant,0.874 x Jupiter,0.1652 AU,21.4 days,0.0,Kepler-567,Transit,,,5148.0,0.84,0.79
3233,Kepler-56 d,3056.0,5.61 Jupiters,12.43,2016,Gas Giant,1.14 x Jupiter,2.16 AU,2.7 years,0.2,Kepler-568,Transit,,,3768.0,0.55,0.53
3234,Kepler-570 b,2094.0,6.57 Earths,14.329,2016,Neptune-like,0.219 x Jupiter,Unknown,4.3 days,0.0,Kepler-569,Transit,,,5616.0,0.95,0.93
3235,Kepler-571 b,2466.0,7.46 Earths,14.654,2016,Neptune-like,0.236 x Jupiter,Unknown,4.8 days,0.0,Kepler-57,Transit,,,5145.0,0.83,0.73
3236,Kepler-572 b,1735.0,7.18 Earths,14.485,2016,Neptune-like,0.23 x Jupiter,Unknown,17.2 days,0.0,Kepler-57,Transit,,,5145.0,0.83,0.73
3237,Kepler-573 b,2473.0,8.2 Earths,14.136,2016,Neptune-like,0.249 x Jupiter,Unknown,22.2 days,0.0,Kepler-570,Transit,,,5496.0,0.93,0.9
3238,Kepler-574 b,2437.0,6.3 Earths,14.539,2016,Neptune-like,0.213 x Jupiter,Unknown,7.7 days,0.0,Kepler-571,Transit,,,5527.0,0.93,0.9
3239,Kepler-575 b,2779.0,6.3 Earths,14.712,2016,Neptune-like,0.213 x Jupiter,Unknown,9.4 days,0.0,Kepler-572,Transit,,,5212.0,0.83,0.79
3240,Kepler-576 b,2277.0,10.7 Earths,14.382,2016,Neptune-like,0.292 x Jupiter,Unknown,29.9 days,0.0,Kepler-573,Transit,,,5746.0,0.99,1.02
3241,Kepler-577 b,1791.0,7.04 Earths,14.937,2016,Neptune-like,0.227 x Jupiter,Unknown,25.7 days,0.0,Kepler-574,Transit,,,5612.0,0.95,0.91
3242,Kepler-578 b,1853.0,4.66 Earths,14.411,2016,Super Earth,2.0 x Earth,Unknown,1.6 days,0.0,Kepler-575,Transit,,,5710.0,0.97,0.95
3243,Kepler-579 b,2163.0,4.66 Earths,14.246,2016,Super Earth,2.0 x Earth,Unknown,9.7 days,0.0,Kepler-576,Transit,,,5672.0,0.99,0.97
3244,Kepler-57 b,2141.0,18.86 Jupiters,14.774,2012,Gas Giant,2.19 x Earth,Unknown,5.7 days,0.0,Kepler-577,Transit,,,4984.0,0.78,0.73
3245,Kepler-57 c,2141.0,6.95 Jupiters,14.774,2012,Super Earth,1.55 x Earth,Unknown,11.6 days,0.0,Kepler-578,Transit,,,5334.0,0.87,0.83
3246,Kepler-580 b,1086.0,7.13 Earths,14.95,2016,Neptune-like,0.229 x Jupiter,Unknown,8.2 days,0.0,Kepler-579,Transit,,,5636.0,0.99,0.96
3247,Kepler-581 b,2717.0,7.41 Earths,14.53,2016,Neptune-like,0.235 x Jupiter,Unknown,40.6 days,0.0,Kepler-58,Transit,,,6099.0,,1.13
3248,Kepler-582 b,2450.0,13.1 Earths,14.913,2016,Neptune-like,0.328 x Jupiter,Unknown,18.5 days,0.0,Kepler-58,Transit,,,6099.0,,1.13
3249,Kepler-583 b,2626.0,5.82 Earths,14.798,2016,Neptune-like,0.203 x Jupiter,Unknown,6.5 days,0.0,Kepler-58,Transit,,,6099.0,,1.13
3250,Kepler-584 b,4714.0,16.5 Earths,14.814,2016,Neptune-like,0.376 x Jupiter,Unknown,35.2 days,0.0,Kepler-580,Transit,,,4298.0,0.67,0.64
3251,Kepler-585 b,1970.0,8.4 Earths,14.017,2016,Neptune-like,0.252 x Jupiter,Unknown,2.8 days,0.0,Kepler-581,Transit,,,5772.0,1.0,1.0
3252,Kepler-586 b,2306.0,8.2 Earths,14.412,2016,Neptune-like,0.249 x Jupiter,Unknown,2.1 days,0.0,Kepler-582,Transit,,,5564.0,0.93,0.91
3253,Kepler-587 b,2779.0,5.6 Earths,14.866,2016,Neptune-like,2.23 x Earth,Unknown,10.9 days,0.0,Kepler-583,Transit,,,5523.0,0.94,0.91
3254,Kepler-588 b,3171.0,7.41 Earths,14.681,2016,Neptune-like,0.235 x Jupiter,Unknown,4.2 days,0.0,Kepler-584,Transit,,,6195.0,1.17,1.24
3255,Kepler-589 b,2097.0,5.77 Earths,14.661,2016,Neptune-like,0.203 x Jupiter,Unknown,16.5 days,0.0,Kepler-585,Transit,,,5593.0,0.96,0.93
3256,Kepler-58 b,3250.0,1.39 Jupiters,14.866,2012,Neptune-like,0.248 x Jupiter,Unknown,10.2 days,0.0,Kepler-586,Transit,,,5575.0,0.94,0.92
3257,Kepler-58 c,3250.0,2.19 Jupiters,14.866,2012,Neptune-like,0.255 x Jupiter,Unknown,15.6 days,0.0,Kepler-587,Transit,,,5549.0,0.92,0.89
3258,Kepler-58 d,3250.0,8.96 Earths,14.866,2014,Neptune-like,0.262 x Jupiter,0.236 AU,40.1 days,0.0,Kepler-588,Transit,,,5835.0,1.01,1.0
3259,Kepler-590 b,3216.0,15.2 Earths,14.417,2016,Neptune-like,0.359 x Jupiter,Unknown,5.9 days,0.0,Kepler-589,Transit,,,5296.0,0.88,0.83
3260,Kepler-591 b,2587.0,11.4 Earths,14.461,2016,Neptune-like,0.302 x Jupiter,Unknown,81.2 days,0.0,Kepler-59,Transit,,,6074.0,1.04,0.94
3261,Kepler-592 b,3373.0,6.3 Earths,14.628,2016,Neptune-like,0.213 x Jupiter,Unknown,2.8 days,0.0,Kepler-59,Transit,,,6074.0,1.04,0.94
3262,Kepler-593 b,3314.0,8.6 Earths,14.499,2016,Neptune-like,0.256 x Jupiter,Unknown,21.2 days,0.0,Kepler-590,Transit,,,6000.0,1.1,1.15
3263,Kepler-594 b,2420.0,5.39 Earths,14.756,2016,Neptune-like,2.18 x Earth,Unknown,13.6 days,0.0,Kepler-591,Transit,,,5677.0,0.97,0.94
3264,Kepler-595 b,2084.0,13.9 Earths,14.763,2016,Neptune-like,0.34 x Jupiter,Unknown,25.3 days,0.0,Kepler-592,Transit,,,5913.0,1.04,1.04
3265,Kepler-596 b,3533.0,11.8 Earths,14.014,2016,Neptune-like,0.309 x Jupiter,Unknown,21.3 days,0.0,Kepler-593,Transit,,,5967.0,1.08,1.1
3266,Kepler-597 b,2153.0,6.21 Earths,14.018,2016,Neptune-like,0.211 x Jupiter,Unknown,13 days,0.0,Kepler-594,Transit,,,5485.0,0.91,0.87
3267,Kepler-598 b,2238.0,2.86 Earths,14.721,2016,Super Earth,1.5 x Earth,Unknown,3.7 days,0.0,Kepler-595,Transit,,,5247.0,0.87,0.83
3268,Kepler-598 c,2238.0,9.4 Earths,14.721,2020,Neptune-like,0.27 x Jupiter,Unknown,86.5 days,0.0,Kepler-596,Transit,,,6267.0,1.21,1.32
3269,Kepler-599 b,2045.0,8.45 Earths,14.948,2016,Neptune-like,0.253 x Jupiter,Unknown,15.7 days,0.0,Kepler-597,Transit,,,5683.0,0.97,0.95
3270,Kepler-59 b,3926.0,2.05 Jupiters,14.279,2012,Super Earth,1.1 x Earth,Unknown,11.9 days,0.0,Kepler-598,Transit,,,5307.0,0.87,0.86
3271,Kepler-59 c,3926.0,1.37 Jupiters,14.279,2012,Neptune-like,1.98 x Earth,Unknown,18 days,0.0,Kepler-598,Transit,,,5307.0,0.87,0.86
3272,Kepler-5 b,3012.0,2.111 Jupiters,13.226,2009,Gas Giant,1.426 x Jupiter,0.0538 AU,3.5 days,< 0.043,Kepler-599,Transit,,,5127.0,0.83,0.79
3273,Kepler-600 b,2035.0,8.75 Earths,14.701,2016,Neptune-like,0.259 x Jupiter,Unknown,23.7 days,0.0,Kepler-6,Transit,88.93,0.4,5647.0,1.21,1.39
3274,Kepler-601 b,1399.0,4.27 Earths,14.001,2016,Super Earth,1.9 x Earth,Unknown,5.4 days,0.0,Kepler-60,Transit,,4.62,5905.0,1.04,1.26
3275,Kepler-602 b,3167.0,5.02 Earths,14.478,2016,Super Earth,2.09 x Earth,Unknown,15.3 days,0.0,Kepler-60,Transit,,3.06,5905.0,1.04,1.26
3276,Kepler-603 b,3154.0,7.51 Earths,14.816,2016,Neptune-like,0.236 x Jupiter,Unknown,21.1 days,0.0,Kepler-60,Transit,,2.91,5905.0,1.04,1.26
3277,Kepler-603 c,3154.0,34.5 Earths,14.816,2016,Neptune-like,0.58 x Jupiter,Unknown,127.9 days,0.0,Kepler-600,Transit,,,5279.0,0.84,0.81
3278,Kepler-603 d,3154.0,2.3 Earths,14.816,2016,Super Earth,1.32 x Earth,Unknown,6.2 days,0.0,Kepler-601,Transit,,,5160.0,0.85,0.79
3279,Kepler-604 b,3200.0,7.22 Earths,14.68,2016,Neptune-like,0.231 x Jupiter,Unknown,25.9 days,0.0,Kepler-602,Transit,,,6062.0,1.08,1.13
3280,Kepler-605 b,1859.0,2.67 Earths,14.136,2016,Super Earth,1.44 x Earth,Unknown,3.4 days,0.0,Kepler-603,Transit,,,5808.0,1.01,1.01
3281,Kepler-605 c,1859.0,0.566 Earths,14.136,2016,Terrestrial,0.86 x Earth,Unknown,2.4 days,0.0,Kepler-603,Transit,,,5808.0,1.01,1.01
3282,Kepler-606 b,3940.0,11 Earths,14.664,2016,Neptune-like,0.295 x Jupiter,Unknown,24.3 days,0.0,Kepler-603,Transit,,,5808.0,1.01,1.01
3283,Kepler-607 b,1631.0,0.59 Earths,14.375,2016,Terrestrial,0.87 x Earth,Unknown,0.6 days,0.0,Kepler-604,Transit,,,5890.0,1.02,1.03
3284,Kepler-608 b,3021.0,12.9 Earths,14.657,2016,Neptune-like,0.325 x Jupiter,Unknown,6.4 days,0.0,Kepler-605,Transit,,,5462.0,0.91,0.88
3285,Kepler-609 b,3728.0,11.2 Earths,14.804,2016,Neptune-like,0.299 x Jupiter,Unknown,6.5 days,0.0,Kepler-605,Transit,,,5462.0,0.91,0.88
3286,Kepler-60 b,3445.0,4.19 Earths,13.913,2012,Super Earth,1.71 x Earth,0.07497 AU,7.1 days,0.01,Kepler-606,Transit,,,6161.0,1.13,1.22
3287,Kepler-60 c,3445.0,3.85 Earths,13.913,2012,Super Earth,1.9 x Earth,0.08701 AU,8.9 days,0.03,Kepler-607,Transit,,,5196.0,0.84,0.8
3288,Kepler-60 d,3445.0,4.16 Earths,13.913,2012,Neptune-like,1.99 x Earth,0.10548 AU,11.9 days,0.02,Kepler-608,Transit,,,5820.0,1.0,1.01
3289,Kepler-610 b,3631.0,16.3 Earths,14.77,2016,Neptune-like,0.374 x Jupiter,Unknown,7 days,0.0,Kepler-609,Transit,,,5971.0,1.09,1.14
3290,Kepler-610 c,3631.0,10.9 Earths,14.77,2016,Neptune-like,0.294 x Jupiter,Unknown,151.9 days,0.0,Kepler-61,Transit,89.8,,4017.0,0.64,0.62
3291,Kepler-611 b,2955.0,3.36 Earths,14.572,2016,Super Earth,1.65 x Earth,Unknown,2.4 days,0.0,Kepler-610,Transit,,,5943.0,1.1,1.13
3292,Kepler-612 b,3040.0,8.45 Earths,14.91,2016,Neptune-like,0.253 x Jupiter,Unknown,3.7 days,0.0,Kepler-610,Transit,,,5943.0,1.1,1.13
3293,Kepler-613 b,2818.0,5.86 Earths,14.589,2016,Neptune-like,0.204 x Jupiter,Unknown,15.8 days,0.0,Kepler-611,Transit,,,5761.0,1.01,1.01
3294,Kepler-614 b,1863.0,6.3 Earths,14.544,2016,Neptune-like,0.213 x Jupiter,Unknown,14 days,0.0,Kepler-612,Transit,,,5693.0,0.98,0.96
3295,Kepler-615 b,1076.0,3.68 Earths,14.349,2016,Super Earth,1.74 x Earth,Unknown,10.4 days,0.0,Kepler-613,Transit,,,5723.0,0.98,0.96
3296,Kepler-616 b,3324.0,6.48 Earths,14.947,2016,Neptune-like,0.217 x Jupiter,Unknown,10 days,0.0,Kepler-614,Transit,,,5268.0,0.85,0.81
3297,Kepler-616 c,3324.0,11.5 Earths,14.947,2016,Neptune-like,0.304 x Jupiter,Unknown,90.4 days,0.0,Kepler-615,Transit,,,4655.0,0.73,0.69
3298,Kepler-617 b,489.0,2.3 Earths,14.828,2016,Super Earth,1.32 x Earth,Unknown,1.7 days,0.0,Kepler-616,Transit,,,5753.0,0.98,0.97
3299,Kepler-618 b,3637.0,7.27 Earths,14.804,2016,Neptune-like,0.232 x Jupiter,Unknown,3.6 days,0.0,Kepler-616,Transit,,,5753.0,0.98,0.97
3300,Kepler-619 b,3624.0,10.1 Earths,14.67,2016,Neptune-like,0.282 x Jupiter,Unknown,5.4 days,0.0,Kepler-617,Transit,,,3712.0,0.51,0.48
3301,Kepler-619 c,3624.0,3.5 Earths,14.67,2016,Super Earth,1.69 x Earth,Unknown,1.2 days,0.0,Kepler-618,Transit,,,5860.0,1.05,1.08
3302,Kepler-61 b,1103.0,5.27 Earths,15.043,2013,Neptune-like,2.15 x Earth,0.24861 AU,59.9 days,< 0.25,Kepler-619,Transit,,,5980.0,1.09,1.11
3303,Kepler-620 b,4048.0,11 Earths,14.638,2016,Neptune-like,0.296 x Jupiter,Unknown,12.9 days,0.0,Kepler-619,Transit,,,5980.0,1.09,1.11
3304,Kepler-621 b,1269.0,5.9 Earths,14.896,2016,Neptune-like,0.205 x Jupiter,Unknown,2.6 days,0.0,Kepler-62,Transit,89.2,,4925.0,0.69,0.64
3305,Kepler-622 b,845.0,5.18 Earths,14.652,2016,Neptune-like,2.13 x Earth,Unknown,14.3 days,0.0,Kepler-62,Transit,89.7,,4925.0,0.69,0.64
3306,Kepler-623 b,2645.0,9.32 Earths,14.963,2016,Neptune-like,0.269 x Jupiter,Unknown,9.1 days,0.0,Kepler-62,Transit,89.7,,4925.0,0.69,0.64
3307,Kepler-624 b,2385.0,5.95 Earths,13.457,2016,Neptune-like,0.206 x Jupiter,Unknown,14.6 days,0.0,Kepler-62,Transit,89.98,,4925.0,0.69,0.64
3308,Kepler-625 b,1638.0,4.62 Earths,13.264,2016,Super Earth,1.99 x Earth,Unknown,7.8 days,0.0,Kepler-62,Transit,89.9,,4925.0,0.69,0.64
3309,Kepler-625 c,1638.0,1.16 Earths,13.264,2016,Super Earth,1.05 x Earth,Unknown,4.2 days,0.0,Kepler-620,Transit,,,6155.0,1.15,1.22
3310,Kepler-626 b,2251.0,5.86 Earths,13.943,2016,Neptune-like,0.204 x Jupiter,Unknown,14.5 days,0.0,Kepler-621,Transit,,,4521.0,0.72,0.68
3311,Kepler-627 b,3728.0,13.4 Earths,13.949,2016,Neptune-like,0.333 x Jupiter,Unknown,40.7 days,0.0,Kepler-622,Transit,,,4201.0,0.64,0.61
3312,Kepler-628 b,1889.0,0.168 Jupiters,13.056,2016,Gas Giant,0.749 x Jupiter,Unknown,15.5 days,0.0,Kepler-623,Transit,,,5443.0,0.9,0.86
3313,Kepler-629 b,1249.0,2.48 Earths,13.358,2016,Super Earth,1.38 x Earth,Unknown,7.2 days,0.0,Kepler-624,Transit,,,6117.0,1.1,1.18
3314,Kepler-62 b,1200.0,9 Earths,13.72,2013,Super Earth,1.31 x Earth,0.0553 AU,5.7 days,0.0,Kepler-625,Transit,,,5789.0,1.04,0.96
3315,Kepler-62 c,1200.0,4 Earths,13.72,2013,Terrestrial,0.54 x Earth,0.0929 AU,12.4 days,0.0,Kepler-625,Transit,,,5789.0,1.04,0.96
3316,Kepler-62 d,1200.0,14 Earths,13.72,2013,Neptune-like,1.95 x Earth,0.12 AU,18.2 days,0.0,Kepler-626,Transit,,,5813.0,1.01,1.05
